"","x","y","predicao","variancia"
"350",560947.60652099,9582105.53,309.182277526792,10671.306467849
"351",560957.60652099,9582105.53,309.182277526792,10671.306467849
"352",560967.60652099,9582105.53,309.182277526792,10671.306467849
"353",560977.60652099,9582105.53,309.182277526792,10671.306467849
"354",560987.60652099,9582105.53,309.182277526792,10671.306467849
"355",560997.60652099,9582105.53,309.182277526792,10671.306467849
"356",561007.60652099,9582105.53,309.182277526792,10671.306467849
"357",561017.60652099,9582105.53,309.182277526792,10671.306467849
"358",561027.60652099,9582105.53,309.182277526792,10671.306467849
"359",561037.60652099,9582105.53,309.182277526792,10671.306467849
"360",561047.60652099,9582105.53,309.182277526792,10671.306467849
"361",561057.60652099,9582105.53,309.182277526792,10671.306467849
"362",561067.60652099,9582105.53,309.182277526792,10671.306467849
"363",561077.60652099,9582105.53,309.182277526792,10671.306467849
"364",561087.60652099,9582105.53,309.182277526792,10671.306467849
"365",561097.60652099,9582105.53,309.182277526792,10671.306467849
"366",561107.60652099,9582105.53,309.182277526792,10671.306467849
"367",559897.60652099,9582115.53,309.182277526792,10671.306467849
"368",559907.60652099,9582115.53,309.182277526792,10671.306467849
"369",559917.60652099,9582115.53,309.182277526792,10671.306467849
"370",559927.60652099,9582115.53,309.182277526792,10671.306467849
"371",559937.60652099,9582115.53,309.182277526792,10671.306467849
"372",559947.60652099,9582115.53,309.182277526792,10671.306467849
"373",559957.60652099,9582115.53,309.182277526792,10671.306467849
"374",559967.60652099,9582115.53,309.182277526792,10671.306467849
"375",559977.60652099,9582115.53,309.182277526792,10671.306467849
"376",559987.60652099,9582115.53,309.182277526792,10671.306467849
"377",559997.60652099,9582115.53,309.182277526792,10671.306467849
"378",560007.60652099,9582115.53,309.182277526792,10671.306467849
"379",560017.60652099,9582115.53,309.182277526792,10671.306467849
"380",560027.60652099,9582115.53,309.182277526792,10671.306467849
"381",560037.60652099,9582115.53,309.182277526792,10671.306467849
"382",560047.60652099,9582115.53,309.182277526792,10671.306467849
"383",560057.60652099,9582115.53,309.182277526792,10671.306467849
"384",560067.60652099,9582115.53,309.182277526792,10671.306467849
"385",560077.60652099,9582115.53,309.182277526792,10671.306467849
"386",560087.60652099,9582115.53,309.182277526792,10671.306467849
"387",560097.60652099,9582115.53,309.182277526792,10671.306467849
"388",560107.60652099,9582115.53,309.182277526792,10671.306467849
"389",560117.60652099,9582115.53,309.182277526792,10671.306467849
"390",560127.60652099,9582115.53,309.182277526792,10671.306467849
"391",560137.60652099,9582115.53,309.182277526792,10671.306467849
"392",560147.60652099,9582115.53,309.182277526792,10671.306467849
"393",560157.60652099,9582115.53,309.182277526792,10671.306467849
"394",560167.60652099,9582115.53,309.182277526792,10671.306467849
"395",560177.60652099,9582115.53,309.182277526792,10671.306467849
"396",560187.60652099,9582115.53,309.182277526792,10671.306467849
"397",560197.60652099,9582115.53,309.182277526792,10671.306467849
"398",560207.60652099,9582115.53,309.182277526792,10671.306467849
"399",560217.60652099,9582115.53,309.182277526792,10671.306467849
"400",560227.60652099,9582115.53,309.182277526792,10671.306467849
"401",560237.60652099,9582115.53,309.182277526792,10671.306467849
"402",560247.60652099,9582115.53,309.182277526792,10671.306467849
"403",560257.60652099,9582115.53,309.182277526792,10671.306467849
"404",560267.60652099,9582115.53,309.182277526792,10671.306467849
"405",560277.60652099,9582115.53,309.182277526792,10671.306467849
"406",560287.60652099,9582115.53,309.182277526792,10671.306467849
"407",560297.60652099,9582115.53,309.182277526792,10671.306467849
"408",560307.60652099,9582115.53,309.182277526792,10671.306467849
"409",560317.60652099,9582115.53,309.182277526792,10671.306467849
"410",560327.60652099,9582115.53,309.182277526792,10671.306467849
"411",560337.60652099,9582115.53,309.182277526792,10671.306467849
"412",560347.60652099,9582115.53,309.182277526792,10671.306467849
"413",560357.60652099,9582115.53,309.182277526792,10671.306467849
"414",560367.60652099,9582115.53,309.182277526792,10671.306467849
"415",560377.60652099,9582115.53,309.182277526792,10671.306467849
"416",560387.60652099,9582115.53,309.182277526792,10671.306467849
"417",560397.60652099,9582115.53,309.182277526792,10671.306467849
"418",560407.60652099,9582115.53,309.182277526792,10671.306467849
"419",560417.60652099,9582115.53,309.182277526792,10671.306467849
"420",560427.60652099,9582115.53,309.182277526792,10671.306467849
"421",560437.60652099,9582115.53,309.182277526792,10671.306467849
"422",560447.60652099,9582115.53,309.182277526792,10671.306467849
"423",560457.60652099,9582115.53,309.182277526792,10671.306467849
"424",560467.60652099,9582115.53,309.182277526792,10671.306467849
"425",560477.60652099,9582115.53,309.182277526792,10671.306467849
"426",560487.60652099,9582115.53,309.182277526792,10671.306467849
"427",560497.60652099,9582115.53,309.182277526792,10671.306467849
"428",560507.60652099,9582115.53,309.182277526792,10671.306467849
"429",560517.60652099,9582115.53,309.182277526792,10671.306467849
"430",560527.60652099,9582115.53,309.182277526792,10671.306467849
"431",560537.60652099,9582115.53,309.182277526792,10671.306467849
"432",560547.60652099,9582115.53,309.182277526792,10671.306467849
"433",560557.60652099,9582115.53,309.182277526792,10671.306467849
"434",560567.60652099,9582115.53,309.182277526792,10671.306467849
"435",560577.60652099,9582115.53,309.182277526792,10671.306467849
"436",560587.60652099,9582115.53,309.182277526792,10671.306467849
"437",560597.60652099,9582115.53,309.182277526792,10671.306467849
"438",560607.60652099,9582115.53,309.182277526792,10671.306467849
"439",560617.60652099,9582115.53,309.182277526792,10671.306467849
"440",560627.60652099,9582115.53,309.182277526792,10671.306467849
"441",560637.60652099,9582115.53,309.182277526792,10671.306467849
"442",560647.60652099,9582115.53,309.182277526792,10671.306467849
"443",560657.60652099,9582115.53,309.182277526792,10671.306467849
"444",560667.60652099,9582115.53,309.182277526792,10671.306467849
"445",560677.60652099,9582115.53,309.182277526792,10671.306467849
"446",560687.60652099,9582115.53,309.182277526792,10671.306467849
"447",560697.60652099,9582115.53,309.182277526792,10671.306467849
"448",560707.60652099,9582115.53,309.182277526792,10671.306467849
"449",560717.60652099,9582115.53,309.182277526792,10671.306467849
"450",560727.60652099,9582115.53,309.182277526792,10671.306467849
"451",560737.60652099,9582115.53,309.182277526792,10671.306467849
"452",560747.60652099,9582115.53,309.182277526792,10671.306467849
"453",560757.60652099,9582115.53,309.182277526792,10671.306467849
"454",560767.60652099,9582115.53,309.182277526792,10671.306467849
"455",560777.60652099,9582115.53,309.182277526792,10671.306467849
"456",560787.60652099,9582115.53,309.182277526792,10671.306467849
"457",560797.60652099,9582115.53,309.182277526792,10671.306467849
"458",560807.60652099,9582115.53,309.182277526792,10671.306467849
"459",560817.60652099,9582115.53,309.182277526792,10671.306467849
"460",560827.60652099,9582115.53,309.182277526792,10671.306467849
"461",560837.60652099,9582115.53,309.182277526792,10671.306467849
"462",560847.60652099,9582115.53,309.182277526792,10671.306467849
"463",560857.60652099,9582115.53,309.182277526792,10671.306467849
"464",560867.60652099,9582115.53,309.182277526792,10671.306467849
"465",560877.60652099,9582115.53,309.182277526792,10671.306467849
