CoordX_SM,CoordY_SM,Cls1,Cls2,Cls3
559977.6065209897,9583025.53,3.593807055230777e-05,0.9999640528767944,9.052653379201335e-09
559977.6065209897,9583035.53,5.33511383513951e-06,0.9999946626326506,2.2535142375347452e-09
559977.6065209897,9583045.53,5.324249368586452e-06,0.9999946735005698,2.250061767837338e-09
559987.6065209897,9582785.53,0.0006379294512690941,0.9953709822623803,0.003991088286350556
559987.6065209897,9582795.53,0.000770125900016427,0.9927592994302223,0.006470574669761265
559987.6065209897,9582805.53,0.0004538457572098022,0.9978026274697531,0.001743526773037008
559987.6065209897,9582815.53,9.025568147852512e-05,0.9998504987148042,5.9245603717284585e-05
559987.6065209897,9582825.53,1.2362677363112223e-06,0.9999986972613306,6.647093299163752e-08
559987.6065209897,9582835.53,3.9782655724731386e-12,0.999999999996011,1.0573021804229449e-14
559987.6065209897,9582845.53,0.00045801025536162395,0.9995419398617913,4.988284715509233e-08
559987.6065209897,9582855.53,0.3697247169050971,0.630273926902765,1.3561921377954971e-06
559987.6065209897,9582865.53,0.9914784746641833,0.008521414900722618,1.1043509397182316e-07
559987.6065209897,9582875.53,0.9730728150905198,0.02692693430352553,2.506059547806084e-07
559987.6065209897,9582885.53,0.15842946043802597,0.8415694324590134,1.1071029606061428e-06
559987.6065209897,9582895.53,0.0012044170015913045,0.9987954921171546,9.08812540235738e-08
559987.6065209897,9582905.53,0.00016061753189376126,0.9998393572192688,2.5248837522633097e-08
559987.6065209897,9582915.53,0.0006370414944917714,0.9993628970995694,6.140593889170132e-08
559987.6065209897,9582925.53,0.022512360927860887,0.977487173053184,4.660189549536903e-07
559987.6065209897,9582935.53,0.7436101921713638,0.25638877625946366,1.0315691724564646e-06
559987.6065209897,9582945.53,0.9990628343690193,0.0009371448496635557,2.0781317061267092e-08
559987.6065209897,9582955.53,0.9999998349200486,1.6502227755008538e-07,5.767387940496485e-11
559987.6065209897,9582965.53,0.9999990075714903,9.919997462653072e-07,4.2876358978226093e-10
559987.6065209897,9582975.53,0.9999998968517205,1.0311391315930296e-07,3.436631034971373e-11
559987.6065209897,9582985.53,1.0,2.5103169694795185e-19,4.069026678664745e-23
559987.6065209897,9582995.53,0.99999018263408,9.816883957341834e-06,4.819625365495685e-10
559987.6065209897,9583005.53,0.966933026080136,0.03306668516810747,2.887517566565569e-07
559987.6065209897,9583015.53,0.06920615455159496,0.9307930503662852,7.950821196763505e-07
559987.6065209897,9583025.53,0.0004577576730059401,0.9995421924616097,4.9865384270874e-08
559987.6065209897,9583035.53,1.0696073498382799e-05,0.9999893001457855,3.78071616954984e-09
559987.6065209897,9583045.53,5.3242493685868e-06,0.9999946735005698,2.25006176783745e-09
559997.6065209897,9582785.53,0.0016638639699974222,0.39407889428872106,0.6042572417412815
559997.6065209897,9582795.53,0.001241256492456266,0.2520882930105967,0.746670450496947
559997.6065209897,9582805.53,0.0020360605819651333,0.5861117441692888,0.411852195248746
559997.6065209897,9582815.53,0.001216230997261728,0.9756177487695594,0.02316602023317871
559997.6065209897,9582825.53,0.00011622331192764519,0.9997876985090943,9.607817897799453e-05
559997.6065209897,9582835.53,1.1945439370954632e-07,0.9999998774576061,3.0880001862632198e-09
559997.6065209897,9582845.53,7.478336756467325e-06,0.9999925187619977,2.9012458494638463e-09
559997.6065209897,9582855.53,0.47775788010638803,0.5222407722929572,1.347600654780183e-06
559997.6065209897,9582865.53,0.9990078456458329,0.0009921326258910406,2.1728276077405212e-08
559997.6065209897,9582875.53,0.9979774316421122,0.002022530675364278,3.7682523450397975e-08
559997.6065209897,9582885.53,0.6853099878827339,0.3146888740502694,1.1380669965415989e-06
559997.6065209897,9582895.53,0.027489038657047115,0.9725104463582304,5.149847224753569e-07
559997.6065209897,9582905.53,0.0039757080215952175,0.9960241086865299,1.8329187482476513e-07
559997.6065209897,9582915.53,0.012774478231226679,0.9872251740043688,3.4776440435288406e-07
559997.6065209897,9582925.53,0.5128177843347983,0.4871808859574953,1.329707706456931e-06
559997.6065209897,9582935.53,0.9992174015938883,0.0007825803634756193,1.804263624046158e-08
559997.6065209897,9582945.53,0.9999987139559919,1.2854683959332453e-06,5.756121369048661e-10
559997.6065209897,9582955.53,0.9999343519832586,6.558651355115016e-05,6.150319010907139e-08
559997.6065209897,9582965.53,0.9998116601355326,0.00018810511301502986,2.3475145232423186e-07
559997.6065209897,9582975.53,0.9999110580187133,8.885194559061116e-05,9.003569596818257e-08
559997.6065209897,9582985.53,0.9999968667864678,3.1316133324727806e-06,1.6001995890019706e-09
559997.6065209897,9582995.53,1.0,2.2090079434752088e-21,3.443205147011348e-25
559997.6065209897,9583005.53,0.9997315083497188,0.00026848395882937535,7.691451693310537e-09
559997.6065209897,9583015.53,0.5602162114494501,0.4397824942564335,1.2942941164950976e-06
559997.6065209897,9583025.53,0.0033953193391133016,0.9966045131640384,1.6749684825895964e-07
559997.6065209897,9583035.53,3.3809836347219474e-05,0.9999661814927748,8.67087786083396e-09
560007.6065209897,9582785.53,4.243060343238854e-06,0.0002744717863399868,0.9997212851533168
560007.6065209897,9582795.53,1.1605780876860812e-06,6.510223446532286e-05,0.999933737187447
560007.6065209897,9582805.53,8.382981389850975e-06,0.0005909047592788956,0.9994007122593311
560007.6065209897,9582815.53,0.0003803631583181326,0.0532753283136516,0.9463443085280303
560007.6065209897,9582825.53,0.0015262626971667306,0.9507445751179906,0.047729162184842674
560007.6065209897,9582835.53,3.572262358397581e-05,0.9999530787994577,1.1198576958334424e-05
560007.6065209897,9582845.53,8.612286494751921e-10,0.999999999137237,1.5344197480561218e-12
560007.6065209897,9582855.53,0.21993190006055757,0.7800668720960303,1.2278434120305585e-06
560007.6065209897,9582865.53,0.999005398231018,0.0009945799988642493,2.1770117673067875e-08
560007.6065209897,9582875.53,0.9996062017772049,0.00039378775778328365,1.046501162810096e-08
560007.6065209897,9582885.53,0.9755514351726908,0.02444833049575124,2.3433155798229166e-07
560007.6065209897,9582895.53,0.36058581226812403,0.6394128342638589,1.3534680171339542e-06
560007.6065209897,9582905.53,0.0434233792073255,0.9565759782211405,6.425715339056729e-07
560007.6065209897,9582915.53,0.053355565769983085,0.9466437269893249,7.072406922964983e-07
560007.6065209897,9582925.53,0.7050305367820989,0.2949683585754349,1.104642466224585e-06
560007.6065209897,9582935.53,1.0,1.3520379617107553e-17,2.227627180627657e-21
560007.6065209897,9582945.53,0.9999908004824514,9.19386930411241e-06,5.648244514396389e-09
560007.6065209897,9582955.53,0.9995631385913534,0.0004361513742790971,7.100343675866756e-07
560007.6065209897,9582965.53,0.9986653229448779,0.0013313903958137008,3.2866593084911254e-06
560007.6065209897,9582975.53,0.9993108492148707,0.0006878362696919466,1.3145154374211478e-06
560007.6065209897,9582985.53,0.9999409575686148,5.8988546614585096e-05,5.3884770537454523e-08
560007.6065209897,9582995.53,0.9999999782456634,2.1748016721786674e-08,6.319938541644995e-12
560007.6065209897,9583005.53,0.9999947482374617,5.251482614781102e-06,2.7992349538661895e-10
560007.6065209897,9583015.53,0.8678595227924407,0.13213976586243997,7.113451193914508e-07
560007.6065209897,9583025.53,0.0091153545865542,0.9908843550115186,2.9040192715931505e-07
560007.6065209897,9583035.53,5.6746199160718125e-05,0.9999432413426315,1.2458207942181594e-08
560017.6065209897,9582785.53,3.649252842350267e-18,9.782147767795563e-17,1.0
560017.6065209897,9582795.53,4.3713300243294234e-13,1.0179836590330768e-11,0.9999999999893829
560017.6065209897,9582805.53,5.277162349968676e-16,1.447598876906543e-14,0.9999999999999849
560017.6065209897,9582815.53,1.252514678177065e-07,5.794484552236495e-06,0.99999408026398
560017.6065209897,9582825.53,0.0004463356245409362,0.06512451989097595,0.9344291444844832
560017.6065209897,9582835.53,0.00036064942828455593,0.9986142669495397,0.0010250836221757608
560017.6065209897,9582845.53,4.1441403189272025e-13,0.9999999999995832,2.421546531933139e-15
560017.6065209897,9582855.53,0.15508701836230043,0.8449118827362305,1.098901469002389e-06
560017.6065209897,9582865.53,0.9998989444641743,0.00010105207401479162,3.461810956545576e-09
560017.6065209897,9582875.53,0.9999980484607764,1.9514220397910852e-06,1.171837845785868e-10
560017.6065209897,9582885.53,0.9994994001319918,0.0005005871951212381,1.2672887130807123e-08
560017.6065209897,9582895.53,0.9087359098485057,0.09126352448592749,5.656655667493556e-07
560017.6065209897,9582905.53,0.18734617327487774,0.8126526562529975,1.1704721247951498e-06
560017.6065209897,9582915.53,0.055012574206508506,0.9449867085750084,7.172184829566451e-07
560017.6065209897,9582925.53,0.345426866081128,0.654571786257838,1.3476610340927668e-06
560017.6065209897,9582935.53,0.9999998939607709,1.0603077816400992e-07,8.450869427464897e-12
560017.6065209897,9582945.53,0.9999991164212714,8.832028375409361e-07,3.758909005561753e-10
560017.6065209897,9582955.53,0.9994533638586187,0.0005456764047996822,9.597365816155697e-07
560017.6065209897,9582965.53,0.9962673180839252,0.0037180911808299033,1.459073524504359e-05
560017.6065209897,9582975.53,0.9989382696100257,0.001059345049061977,2.3853409121711456e-06
560017.6065209897,9582985.53,0.999940810330206,5.9135617677328815e-05,5.4052116704562724e-08
560017.6065209897,9582995.53,0.999999985145003,1.4850806348636365e-08,4.190543755552702e-12
560017.6065209897,9583005.53,0.9999964009277607,3.5988711687254934e-06,2.010705951391726e-10
560017.6065209897,9583015.53,0.8628503792266304,0.13714889333898808,7.274343815147537e-07
560017.6065209897,9583025.53,0.007304726419993236,0.9926950161469669,2.574330397293077e-07
560027.6065209897,9582775.53,6.7156712492772284e-12,1.4936874891609369e-10,0.9999999998439155
560027.6065209897,9582785.53,2.1467609952357256e-07,3.1684884433984425e-06,0.9999966168354572
560027.6065209897,9582795.53,1.5230511603989715e-06,1.9323727696613292e-05,0.9999791532211431
560027.6065209897,9582805.53,2.487214582474835e-07,3.633680736704074e-06,0.9999961175978049
560027.6065209897,9582815.53,2.7543695251654558e-14,6.630483525201583e-13,0.9999999999993094
560027.6065209897,9582825.53,7.403689246149847e-06,0.0005134418864787542,0.9994791544242752
560027.6065209897,9582835.53,0.0010417279751751423,0.9842220857877623,0.014736186237062611
560027.6065209897,9582845.53,3.481776461134501e-10,0.9999999996485207,3.3016680566998953e-12
560027.6065209897,9582855.53,0.47029572169241624,0.5297029278219699,1.3504856138475418e-06
560027.6065209897,9582865.53,0.9999999306333124,6.936096835479644e-08,5.719260771154928e-12
560027.6065209897,9582875.53,1.0,2.958858853482181e-17,4.895971463607293e-21
560027.6065209897,9582885.53,0.9999997441839977,2.557971067839292e-07,1.889557434713924e-11
560027.6065209897,9582895.53,0.996591685151026,0.003408258856002253,5.599297157094679e-08
560027.6065209897,9582905.53,0.36590816902595935,0.6340904758495791,1.3551244614740427e-06
560027.6065209897,9582915.53,0.0090261222968442,0.9909735888411025,2.8886205324124e-07
560027.6065209897,9582925.53,0.6015616243911807,0.39843712271301635,1.2528958029569428e-06
560027.6065209897,9582935.53,0.9781337377462035,0.02186604551046196,2.167433344519819e-07
560027.6065209897,9582945.53,0.9999999235478575,7.644588716745571e-08,6.2554825891605204e-12
560027.6065209897,9582955.53,0.9999937059540979,6.290436368614048e-06,3.6095334287601334e-09
560027.6065209897,9582965.53,0.9996513679383998,0.0003481062700885664,5.257915115589863e-07
560027.6065209897,9582975.53,0.9999113755000834,8.853486931716929e-05,8.963059951178957e-08
560027.6065209897,9582985.53,0.9999993311960172,6.685295157110257e-07,2.7446707121909285e-10
560027.6065209897,9582995.53,0.9999999999891898,1.0808853692925032e-11,1.3663248848399289e-15
560027.6065209897,9583005.53,0.9995985576606279,0.0004014317121725032,1.0627199641872538e-08
560027.6065209897,9583015.53,0.48542044720695704,0.51457820849411,1.3442989331208373e-06
560027.6065209897,9583025.53,0.0015598052749331466,0.9984400885368807,1.0618818603981564e-07
560037.6065209897,9582775.53,7.922886299050559e-08,1.2475548916509949e-06,0.9999986732162454
560037.6065209897,9582785.53,1.531626408728342e-05,0.00015479192742376158,0.999829891808489
560037.6065209897,9582795.53,7.91748960097355e-05,0.0006541697670564916,0.9992666553369337
560037.6065209897,9582805.53,1.8428020548256886e-05,0.00018238813062772743,0.999799183848824
560037.6065209897,9582815.53,2.684799688899757e-08,4.4988479852384476e-07,0.9999995232672046
560037.6065209897,9582825.53,2.7406357260255493e-07,1.347980868074725e-05,0.9999862461277467
560037.6065209897,9582835.53,0.001417314168961569,0.9612638051086458,0.03731888072239245
560037.6065209897,9582845.53,1.2526286564512736e-12,0.9999999999987397,7.717413049772555e-15
560037.6065209897,9582855.53,0.9805876357286178,0.01941216492382577,1.9934755624139205e-07
560037.6065209897,9582865.53,0.9999999984955534,1.5040805879032777e-09,3.659422219771168e-13
560037.6065209897,9582875.53,0.9999979995639127,1.999482155389511e-06,9.539318128109413e-10
560037.6065209897,9582885.53,0.9999999995480686,4.5182802902681094e-10,1.0336023162890876e-13
560037.6065209897,9582895.53,0.999975540961167,2.4457984876886537e-05,1.053956091202922e-09
560037.6065209897,9582905.53,0.4756405125874844,0.5243581389600483,1.348452467061298e-06
560037.6065209897,9582915.53,0.000163335588374193,0.9998366388797035,2.5531922316865402e-08
560037.6065209897,9582925.53,0.00010833483654754976,0.9998916457708515,1.9392600818938683e-08
560037.6065209897,9582935.53,4.375588002640838e-05,0.9999562337249767,1.0394996768183133e-08
560037.6065209897,9582945.53,0.01722165224389006,0.9827779413040318,4.064520780870365e-07
560037.6065209897,9582955.53,0.9942882294247114,0.005711688260125822,8.231516279379138e-08
560037.6065209897,9582965.53,0.9999998931099711,1.0688151576812263e-07,8.513090424444346e-12
560037.6065209897,9582975.53,0.9999999890771912,1.0921783198991937e-08,1.0255779987780971e-12
560037.6065209897,9582985.53,0.9999904352699917,9.564258783460554e-06,4.712249708450561e-10
560037.6065209897,9582995.53,0.9973583382596662,0.002641615555348795,4.618498508722902e-08
560037.6065209897,9583005.53,0.770441433364112,0.22955759234667505,9.742892129529129e-07
560037.6065209897,9583015.53,0.024156479703602195,0.975843037451794,4.82844603751517e-07
560047.6065209897,9582775.53,3.0578239499309846e-07,4.4024460842665455e-06,0.9999952917715208
560047.6065209897,9582785.53,4.0531793372196175e-05,0.00036515486231802175,0.9995943133443098
560047.6065209897,9582795.53,0.00035975232059418116,0.0023843644756926753,0.9972558832037132
560047.6065209897,9582805.53,4.5677592958348034e-05,0.00040539360378978964,0.9995489288032517
560047.6065209897,9582815.53,7.621575641545578e-08,1.202955175300853e-06,0.9999987208290682
560047.6065209897,9582825.53,2.7856091159815005e-07,1.3719424534284222e-05,0.9999860020145541
560047.6065209897,9582835.53,0.0010536393253160548,0.9837251151857032,0.015221245488980706
560047.6065209897,9582845.53,3.3702957934453167e-09,0.9999999966245197,5.184581781437381e-12
560047.6065209897,9582855.53,0.9999900682262999,9.931286889037736e-06,4.868111654510304e-10
560047.6065209897,9582865.53,0.999980139085237,1.9846737318313662e-05,1.4177444724702703e-08
