CoordX_SM,CoordY_SM,z,SD_Values
559897.6065209897,9582805.53,320.65365134772014,91.58352633044733
559897.6065209897,9582945.53,324.1100389230544,92.06995507113555
559907.6065209897,9582805.53,320.76943845743244,91.27141034184314
559907.6065209897,9582815.53,320.583073282441,91.27072819359324
559907.6065209897,9582825.53,320.34972679959793,91.31801368175613
559907.6065209897,9582945.53,323.7043022990383,92.02882427869709
559907.6065209897,9582955.53,323.75330701728797,92.04482763613629
559907.6065209897,9582965.53,323.8149308488099,92.05833521360327
559917.6065209897,9582805.53,320.9738230774796,90.7032487462301
559917.6065209897,9582815.53,320.68870797974506,90.71753411679988
559917.6065209897,9582825.53,320.32085471923017,90.83512610023227
559917.6065209897,9582835.53,319.9047357955022,90.99754908289164
559917.6065209897,9582845.53,319.48644362798376,91.15341370449748
559917.6065209897,9582945.53,323.11765240460636,91.96984044658561
559917.6065209897,9582955.53,323.1773580672683,91.99135594997665
559917.6065209897,9582965.53,323.2592888688876,92.00949478222775
559917.6065209897,9582975.53,323.37223952617967,92.02622543467818
559927.6065209897,9582805.53,321.3298314945037,89.6163634124556
559927.6065209897,9582815.53,320.89584864059594,89.68252314969153
559927.6065209897,9582825.53,320.3153011342626,89.98572081297431
559927.6065209897,9582835.53,319.6486320051035,90.35196249349707
559927.6065209897,9582845.53,318.9760247679694,90.65687906505835
559927.6065209897,9582855.53,318.3815028510083,90.872123923058
559927.6065209897,9582865.53,321.8924067483238,91.11393231425326
559927.6065209897,9582945.53,322.2735946136829,91.88466127033035
559927.6065209897,9582955.53,322.3365602375876,91.91246549085858
559927.6065209897,9582965.53,322.4403413517347,91.93612328323407
559927.6065209897,9582975.53,322.60159552785024,91.95913504133695
559927.6065209897,9582985.53,322.82083953302157,91.983049708592
559937.6065209897,9582795.53,322.298624765289,88.01931304356967
559937.6065209897,9582805.53,321.9421927518557,87.42452376832948
559937.6065209897,9582815.53,321.28541260822044,87.66460875246662
559937.6065209897,9582825.53,320.36831071059913,88.48066676520419
559937.6065209897,9582835.53,319.3008458946747,89.31930549514179
559937.6065209897,9582845.53,318.21835742731446,89.90094849424906
559937.6065209897,9582855.53,317.2647488346828,90.23593317559967
559937.6065209897,9582865.53,320.3243195761099,90.52350093007976
559937.6065209897,9582875.53,320.041795776176,90.71580101709121
559937.6065209897,9582885.53,320.0705120786661,90.93245743540348
559937.6065209897,9582935.53,321.04279730748084,91.71269387899572
559937.6065209897,9582945.53,321.0653405646502,91.76011128475999
559937.6065209897,9582955.53,321.10973090303105,91.79343395601803
559937.6065209897,9582965.53,321.23153528364077,91.82286303616971
559937.6065209897,9582975.53,321.46136472350787,91.85460224681091
559937.6065209897,9582985.53,302.7324705355752,91.91540832215138
559937.6065209897,9582995.53,303.0547035867563,91.95466322254629
559937.6065209897,9583005.53,303.4101829414716,91.99424313298746
559947.6065209897,9582795.53,323.4259306510539,84.43979737889248
559947.6065209897,9582805.53,322.9816905578004,82.73419860783038
559947.6065209897,9582815.53,321.99056607390844,83.60200117776189
559947.6065209897,9582825.53,320.54013345708967,85.90471916834561
559947.6065209897,9582835.53,318.844126162763,87.78381487673767
559947.6065209897,9582845.53,317.1097816684777,88.802902968193
559947.6065209897,9582855.53,318.9537925957611,89.29408682057712
559947.6065209897,9582865.53,317.95383428407536,89.50546875250816
559947.6065209897,9582875.53,317.57188243214716,89.77113126090079
559947.6065209897,9582885.53,317.7600726861489,90.16216847255498
559947.6065209897,9582895.53,318.26828345538013,90.59594926428896
559947.6065209897,9582905.53,318.81498988759324,90.97224832083673
559947.6065209897,9582935.53,319.41334182425095,91.520620382455
559947.6065209897,9582945.53,319.34469726951744,91.57419205449881
559947.6065209897,9582955.53,319.3189996326596,91.6077702694856
559947.6065209897,9582965.53,319.44311762967095,91.64133967314685
559947.6065209897,9582975.53,301.1365410024734,91.70965250950199
559947.6065209897,9582985.53,301.5375044764049,91.76706553839614
559947.6065209897,9582995.53,302.05800055449487,91.83206375509619
559947.6065209897,9583005.53,302.6240757317589,91.89759424565035
559947.6065209897,9583015.53,303.17095307945965,91.9579819602715
559957.6065209897,9582795.53,325.15886357940855,77.8918961252178
559957.6065209897,9582805.53,324.71922111185427,71.80138278256278
559957.6065209897,9582815.53,323.1993355476503,75.48757388258801
559957.6065209897,9582825.53,320.9101569350678,82.120696282727
559957.6065209897,9582835.53,318.28290759069944,85.86724134271746
559957.6065209897,9582845.53,315.54402590128984,87.31885495431516
559957.6065209897,9582855.53,316.04934053951604,87.62447492662888
559957.6065209897,9582865.53,314.3659073593691,87.60525662991593
559957.6065209897,9582875.53,313.87918657889514,87.97067683437422
559957.6065209897,9582885.53,314.4694302073178,88.78373951397361
559957.6065209897,9582895.53,315.54256603839826,89.686360510012
559957.6065209897,9582905.53,316.5363887164069,90.40139831773017
559957.6065209897,9582915.53,317.15786416543517,90.86618923845036
559957.6065209897,9582925.53,317.34814392253577,91.12532360842992
559957.6065209897,9582935.53,317.2013397631397,91.24542676319176
559957.6065209897,9582945.53,316.9080286026016,91.28783311960382
559957.6065209897,9582955.53,316.7022174861089,91.30482871581383
559957.6065209897,9582965.53,316.78886133010803,91.33614378124732
559957.6065209897,9582975.53,299.13339545164007,91.42433283863545
559957.6065209897,9582985.53,299.78973504093426,91.52260056641114
559957.6065209897,9582995.53,300.64111629853767,91.63709397105326
559957.6065209897,9583005.53,301.5452594031764,91.75021729014736
559957.6065209897,9583015.53,302.3903775027717,91.85049416649481
559957.6065209897,9583025.53,303.1134025955126,91.93343957879625
559967.6065209897,9582795.53,327.558207905917,70.44501264034156
559967.6065209897,9582805.53,327.53629854934667,40.468513582242714
559967.6065209897,9582815.53,324.9704956294115,64.12289934540905
559967.6065209897,9582825.53,321.54439554766145,78.90783823373651
559967.6065209897,9582835.53,317.70894527434996,84.22269030330686
559967.6065209897,9582845.53,316.0586718838971,85.50896157818194
559967.6065209897,9582855.53,311.92817019684855,84.73936983414534
559967.6065209897,9582865.53,308.9353804591446,83.72668684382434
559967.6065209897,9582875.53,308.3955813466211,84.3090798083621
559967.6065209897,9582885.53,309.9663205964164,86.31425038366575
559967.6065209897,9582895.53,312.1196052187329,88.29576151833332
559967.6065209897,9582905.53,313.8135452903608,89.63456308669787
559967.6065209897,9582915.53,314.6970047498254,90.38532261395399
559967.6065209897,9582925.53,314.7805461943785,90.73767672000892
559967.6065209897,9582935.53,314.26258072464327,90.84647273164596
559967.6065209897,9582945.53,313.48228573526774,90.82809308405697
559967.6065209897,9582955.53,312.87306000987945,90.78282314246323
559967.6065209897,9582965.53,295.62228724696314,90.81411865456258
559967.6065209897,9582975.53,296.1545617697175,90.92098302620221
559967.6065209897,9582985.53,297.2583714375519,91.10645682416826
559967.6065209897,9582995.53,298.66888707450664,91.32205979287959
559967.6065209897,9583005.53,300.11204320526264,91.5251369385707
559967.6065209897,9583015.53,301.4027453414677,91.69471092620881
559967.6065209897,9583025.53,302.459099791065,91.82716292890643
559967.6065209897,9583035.53,303.27263565894197,91.92705271335515
559967.6065209897,9583045.53,303.8729617706306,92.00102303555838
559977.6065209897,9582795.53,330.4964804347975,73.67000638700289
559977.6065209897,9582805.53,329.7153223181568,61.18490747204332
559977.6065209897,9582815.53,326.8610204821316,69.47092136493711
559977.6065209897,9582825.53,322.6156417692697,79.67204863723266
559977.6065209897,9582835.53,317.4602621089979,83.64735809278274
559977.6065209897,9582845.53,313.5852920971393,83.44312452915395
559977.6065209897,9582855.53,306.58892566297357,79.79573192944541
559977.6065209897,9582865.53,300.76659311694954,75.05945535096474
559977.6065209897,9582875.53,300.4585479056131,76.52445210450115
559977.6065209897,9582885.53,304.39543037320647,82.28949345243686
559977.6065209897,9582895.53,308.343080753652,86.49917330226054
559977.6065209897,9582905.53,310.9161410796967,88.7683229881352
559977.6065209897,9582915.53,311.9929867831143,89.84628750355064
559977.6065209897,9582925.53,311.74285654884073,90.24925250725636
559977.6065209897,9582935.53,310.4775728426126,90.25833460809638
559977.6065209897,9582945.53,308.7258307990719,90.05674043313431
559977.6065209897,9582955.53,291.2780848995694,89.8479216323273
559977.6065209897,9582965.53,290.8577991415416,89.7887997769708
559977.6065209897,9582975.53,291.7399706777089,89.99049509001665
559977.6065209897,9582985.53,293.6576640571716,90.37978856520775
559977.6065209897,9582995.53,296.0190523403028,90.81105573836771
559977.6065209897,9583005.53,298.30385535070286,91.18547691964883
559977.6065209897,9583015.53,300.2324132394043,91.4735575407949
559977.6065209897,9583025.53,301.7286095570522,91.6834111543477
559977.6065209897,9583035.53,302.8278239670399,91.83317168982259
559977.6065209897,9583045.53,303.6066089396764,91.9394210694356
559987.6065209897,9582785.53,334.77103849282867,85.14085350748985
559987.6065209897,9582795.53,334.8923676209484,81.13358545780845
559987.6065209897,9582805.53,333.3506831094552,78.07718411412142
559987.6065209897,9582815.53,329.8810780095014,79.57897497692363
559987.6065209897,9582825.53,324.74145001256926,82.85968857351901
559987.6065209897,9582835.53,318.22066273717917,84.13609896275177
559987.6065209897,9582845.53,312.222593464444,81.95631525320292
559987.6065209897,9582855.53,301.72109462096773,73.80392760391763
559987.6065209897,9582865.53,289.2653479778127,54.115063142343146
559987.6065209897,9582875.53,290.7023510601932,61.67064724167342
559987.6065209897,9582885.53,299.33182278814155,77.9815529855885
559987.6065209897,9582895.53,305.13365564928716,85.00845382421704
559987.6065209897,9582905.53,308.3361783105688,88.07268122037259
559987.6065209897,9582915.53,309.350240672514,89.33490094588403
559987.6065209897,9582925.53,308.4269696990492,89.65647697151078
559987.6065209897,9582935.53,305.8556912754534,89.38526901458533
559987.6065209897,9582945.53,302.2970567224655,88.7242946471776
559987.6065209897,9582955.53,284.7218871815112,88.01372339679146
559987.6065209897,9582965.53,283.67790771562125,87.73943911708407
559987.6065209897,9582975.53,285.2581123552483,88.20018236194444
559987.6065209897,9582985.53,288.7146449185333,89.10253345981978
559987.6065209897,9582995.53,292.67743527852645,89.99975838465542
559987.6065209897,9583005.53,296.21336142645504,90.69066195205014
559987.6065209897,9583015.53,298.98670298640656,91.1711204288958
559987.6065209897,9583025.53,301.0088787127918,91.49554496549675
559987.6065209897,9583035.53,302.42023256668836,91.71470084588844
559987.6065209897,9583045.53,303.3788245415701,91.86395765946699
559997.6065209897,9582785.53,341.78805783209316,86.92929155046912
559997.6065209897,9582795.53,342.1359397620596,85.23997500866005
559997.6065209897,9582805.53,339.936491598647,84.25279592989875
559997.6065209897,9582815.53,335.25233095228,84.58141100144769
559997.6065209897,9582825.53,328.6475935597292,85.41056999028065
559997.6065209897,9582835.53,322.93115124686165,85.23928496186123
