CoordX_SM,CoordY_SM,z
560097.6065209897,9582955.53,341.43510240242904
560097.6065209897,9582965.53,337.9105229313828
560097.6065209897,9582975.53,332.8944221588614
560097.6065209897,9582985.53,326.8992483029128
560107.6065209897,9582685.53,284.1138769765713
560107.6065209897,9582695.53,273.8104388271503
560107.6065209897,9582705.53,261.6968166634489
560107.6065209897,9582715.53,249.55699723899036
560107.6065209897,9582725.53,239.411034851963
560107.6065209897,9582735.53,234.54130383123925
560107.6065209897,9582745.53,240.57816025611888
560107.6065209897,9582755.53,261.9739272874361
560107.6065209897,9582765.53,279.7813607010103
560107.6065209897,9582775.53,301.6786816635746
560107.6065209897,9582785.53,316.9517145918783
560107.6065209897,9582795.53,328.49333585696894
560107.6065209897,9582805.53,333.3469136819679
560107.6065209897,9582815.53,331.5670195018921
560107.6065209897,9582825.53,323.1451408005656
560107.6065209897,9582835.53,314.8572629640861
560107.6065209897,9582845.53,303.5334228937829
560107.6065209897,9582855.53,294.52358832854736
560107.6065209897,9582865.53,285.4506229831765
560107.6065209897,9582875.53,267.0991900075735
560107.6065209897,9582885.53,266.1394898654365
560107.6065209897,9582895.53,271.0670589224485
560107.6065209897,9582905.53,280.8680608192785
560107.6065209897,9582915.53,293.59643755260936
560107.6065209897,9582925.53,306.82844652221024
560107.6065209897,9582935.53,317.79260255974486
560107.6065209897,9582945.53,323.8290605674405
560107.6065209897,9582955.53,325.2192568223345
560107.6065209897,9582965.53,324.30668286778257
560107.6065209897,9582975.53,321.88644610418584
560117.6065209897,9582655.53,295.2676841277817
560117.6065209897,9582665.53,288.1952479490275
560117.6065209897,9582675.53,284.77747117587944
560117.6065209897,9582685.53,277.7318229472208
560117.6065209897,9582695.53,267.2470447869241
560117.6065209897,9582705.53,253.83681614560027
560117.6065209897,9582715.53,239.26865933287
560117.6065209897,9582725.53,225.2571770467609
560117.6065209897,9582735.53,218.37208600284737
560117.6065209897,9582745.53,226.53017080425624
560117.6065209897,9582755.53,246.83077319862863
560117.6065209897,9582765.53,263.86021229449705
560117.6065209897,9582775.53,280.4262697257665
560117.6065209897,9582785.53,299.208448353933
560117.6065209897,9582795.53,314.60026794110286
560117.6065209897,9582805.53,323.2063076808371
560117.6065209897,9582815.53,321.8595994419152
560117.6065209897,9582825.53,319.883004714965
560117.6065209897,9582835.53,316.2740310637205
560117.6065209897,9582845.53,313.5924555335631
560117.6065209897,9582855.53,304.0143639398452
560117.6065209897,9582865.53,279.65273574468443
560117.6065209897,9582875.53,269.4513975204766
560117.6065209897,9582885.53,262.79584700359067
560117.6065209897,9582895.53,262.0292632878624
560117.6065209897,9582905.53,266.893828830758
560117.6065209897,9582915.53,276.12771347571515
560117.6065209897,9582925.53,287.6879128494948
560117.6065209897,9582935.53,299.0055067157451
560117.6065209897,9582945.53,306.7567263182213
560117.6065209897,9582955.53,309.72023361857566
560117.6065209897,9582965.53,311.0077712599403
560127.6065209897,9582625.53,275.9501679286578
560127.6065209897,9582635.53,285.2851537509881
560127.6065209897,9582645.53,291.1071603188808
560127.6065209897,9582655.53,285.2328047727276
560127.6065209897,9582665.53,285.0628368335944
560127.6065209897,9582675.53,282.35220703008804
560127.6065209897,9582685.53,275.838076129458
560127.6065209897,9582695.53,265.69497100134305
560127.6065209897,9582705.53,252.15873188412175
560127.6065209897,9582715.53,236.58841082872368
560127.6065209897,9582725.53,220.12692406377343
560127.6065209897,9582735.53,206.1519012136625
560127.6065209897,9582745.53,222.4121916615641
560127.6065209897,9582755.53,240.16361521217212
560127.6065209897,9582765.53,256.8727975873036
560127.6065209897,9582775.53,271.58162447418187
560127.6065209897,9582785.53,284.73826772921365
560127.6065209897,9582795.53,303.21944482565243
560127.6065209897,9582805.53,313.1999162597544
560127.6065209897,9582815.53,320.0361994675671
560127.6065209897,9582825.53,324.26745007688874
560127.6065209897,9582835.53,324.89407361827136
560127.6065209897,9582845.53,314.3573150671885
560127.6065209897,9582855.53,303.0655351972573
560127.6065209897,9582865.53,287.64222440625866
560127.6065209897,9582875.53,272.16959731489897
560127.6065209897,9582885.53,259.6083352782023
560127.6065209897,9582895.53,252.59709491839743
560127.6065209897,9582905.53,252.54080763936355
560127.6065209897,9582915.53,252.13334487347487
560127.6065209897,9582925.53,262.90904091080625
560127.6065209897,9582935.53,275.5649690165618
560127.6065209897,9582945.53,287.6017157239334
560127.6065209897,9582955.53,296.48969336731443
560127.6065209897,9582965.53,300.4654007566366
560137.6065209897,9582595.53,256.0463901343467
560137.6065209897,9582605.53,259.23586027669086
560137.6065209897,9582615.53,262.9164128616628
560137.6065209897,9582625.53,265.08944027103263
560137.6065209897,9582635.53,271.0796274496337
560137.6065209897,9582645.53,281.3364143291137
560137.6065209897,9582655.53,289.2029965172343
560137.6065209897,9582665.53,285.2001948009037
560137.6065209897,9582675.53,285.475379713799
560137.6065209897,9582685.53,280.06785618779963
560137.6065209897,9582695.53,267.3778070880293
560137.6065209897,9582705.53,255.34276108303655
560137.6065209897,9582715.53,240.710440861714
560137.6065209897,9582725.53,228.25607701022787
560137.6065209897,9582735.53,224.6190829132172
560137.6065209897,9582745.53,229.7325544912224
560137.6065209897,9582755.53,242.2013777897828
560137.6065209897,9582765.53,254.97240176630805
560137.6065209897,9582775.53,267.29485245315425
560137.6065209897,9582785.53,276.9324456610982
560137.6065209897,9582795.53,296.4125470308095
560137.6065209897,9582805.53,306.6890368136499
560137.6065209897,9582815.53,314.42376388368587
560137.6065209897,9582825.53,319.8867971529359
560137.6065209897,9582835.53,321.2041007702167
560137.6065209897,9582845.53,310.6744329081766
560137.6065209897,9582855.53,297.2455623160802
560137.6065209897,9582865.53,278.2690363488706
560137.6065209897,9582875.53,257.6295934972286
560137.6065209897,9582885.53,240.25328830212416
560137.6065209897,9582895.53,229.09465501101403
560137.6065209897,9582905.53,224.9701503766561
560137.6065209897,9582915.53,228.05385333484605
560137.6065209897,9582925.53,238.662188208554
560137.6065209897,9582935.53,256.83991953873186
560137.6065209897,9582945.53,277.3530156252251
560137.6065209897,9582955.53,295.0048928726295
560147.6065209897,9582565.53,226.5676567562208
560147.6065209897,9582575.53,227.57371120216703
560147.6065209897,9582585.53,232.11346493966076
560147.6065209897,9582595.53,238.2109086371077
560147.6065209897,9582605.53,247.34442637035625
560147.6065209897,9582615.53,250.825414172811
560147.6065209897,9582625.53,253.56610540370528
560147.6065209897,9582635.53,263.89804279533064
560147.6065209897,9582645.53,278.74665813680406
560147.6065209897,9582655.53,286.4576778618857
560147.6065209897,9582665.53,289.575453743859
560147.6065209897,9582675.53,283.5596957473142
560147.6065209897,9582685.53,279.8100276350301
560147.6065209897,9582695.53,270.35933036641484
560147.6065209897,9582705.53,260.86679406640246
560147.6065209897,9582715.53,250.3821058584656
560147.6065209897,9582725.53,241.37085671219808
560147.6065209897,9582735.53,240.5936181935611
560147.6065209897,9582745.53,241.5553573180241
560147.6065209897,9582755.53,247.3997029753596
560147.6065209897,9582765.53,257.793514789619
560147.6065209897,9582775.53,266.4473655929727
560147.6065209897,9582785.53,276.7731174355973
560147.6065209897,9582795.53,286.2057589275853
560147.6065209897,9582805.53,297.27843164818466
560147.6065209897,9582815.53,306.0274427276661
560147.6065209897,9582825.53,311.8923157976573
560147.6065209897,9582835.53,312.9415995549247
560147.6065209897,9582845.53,302.8339800955434
560147.6065209897,9582855.53,287.1715424612692
560147.6065209897,9582865.53,266.4136324345434
560147.6065209897,9582875.53,243.3351252811538
560147.6065209897,9582885.53,222.60681839922003
560147.6065209897,9582895.53,208.3011049862656
560147.6065209897,9582905.53,202.20646624186577
560147.6065209897,9582915.53,203.15092089477017
560147.6065209897,9582925.53,211.4108857574656
560147.6065209897,9582935.53,234.99526210062623
560147.6065209897,9582945.53,261.4846028461868
560147.6065209897,9582955.53,285.5281957963217
560157.6065209897,9582545.53,223.5209768271789
560157.6065209897,9582555.53,213.65429672235527
560157.6065209897,9582565.53,210.7592864766251
560157.6065209897,9582575.53,212.95616241668145
560157.6065209897,9582585.53,220.828760059695
560157.6065209897,9582595.53,230.2170863656643
560157.6065209897,9582605.53,238.34321670966824
560157.6065209897,9582615.53,246.2437970982504
560157.6065209897,9582625.53,251.0029599693022
560157.6065209897,9582635.53,262.7568809137376
560157.6065209897,9582645.53,273.9912215945825
560157.6065209897,9582655.53,289.1037297523192
560157.6065209897,9582665.53,290.8231017280615
